SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
212530,0,Cash loans,F,Y,Y,1,81000.0,225000.0,15165.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.02461,-10998,-1920,-5616.0,-1631,1.0,1,1,1,1,1,0,Core staff,3.0
315007,0,Cash loans,F,N,N,0,135000.0,299772.0,19287.0,247500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,With parents,0.005084,-11650,-140,-2056.0,-2352,,1,1,0,1,0,0,,2.0
396544,0,Cash loans,F,Y,Y,1,94500.0,454500.0,33979.5,454500.0,Family,Commercial associate,Higher education,Married,House / apartment,0.008625,-14433,-3415,-7033.0,-1422,3.0,1,1,1,1,1,0,Core staff,3.0
354507,0,Cash loans,M,Y,Y,1,180000.0,339241.5,12312.0,238500.0,Unaccompanied,State servant,Higher education,Separated,Rented apartment,0.035792,-15900,-9175,-6053.0,-6054,6.0,1,1,0,1,0,0,Managers,2.0
205673,0,Revolving loans,F,N,Y,0,67500.0,202500.0,10125.0,202500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.025164,-18108,-2205,-5944.0,-1639,,1,1,0,1,0,0,Medicine staff,2.0
148772,0,Cash loans,M,N,N,0,315000.0,542133.0,16564.5,468000.0,Unaccompanied,Working,Incomplete higher,Single / not married,House / apartment,0.025164,-11527,-283,-5478.0,-1152,,1,1,0,1,0,0,Laborers,1.0
272694,0,Cash loans,M,Y,Y,0,112500.0,942300.0,30528.0,675000.0,Family,Working,Secondary / secondary special,Civil marriage,House / apartment,0.020713,-12156,-751,-6051.0,-4579,18.0,1,1,0,1,0,0,Drivers,2.0
221273,0,Cash loans,M,Y,N,0,225000.0,1080000.0,31707.0,1080000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,With parents,0.018209,-12206,-5034,-5484.0,-4036,11.0,1,1,0,1,0,0,Laborers,1.0
329344,0,Revolving loans,F,Y,N,0,427500.0,1350000.0,67500.0,1350000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.026392,-10973,-2965,-2094.0,-2125,3.0,1,1,0,1,0,0,,2.0
124828,0,Cash loans,F,Y,Y,0,103500.0,180000.0,14350.5,180000.0,Unaccompanied,Working,Higher education,Civil marriage,House / apartment,0.031329,-8563,-735,-6206.0,-1225,9.0,1,1,1,1,1,0,Core staff,2.0
244222,0,Cash loans,M,N,Y,0,157500.0,284400.0,18643.5,225000.0,Unaccompanied,State servant,Secondary / secondary special,Married,With parents,0.0116569999999999,-10425,-2039,-4848.0,-2796,,1,1,0,1,1,0,,2.0
310993,0,Cash loans,M,N,Y,0,67500.0,781920.0,28215.0,675000.0,Family,Pensioner,Secondary / secondary special,Widow,House / apartment,0.025164,-23791,365243,-14.0,-3885,,1,0,0,1,0,0,,1.0
251943,0,Cash loans,F,N,Y,2,135000.0,182286.0,19759.5,171000.0,Family,Working,Secondary / secondary special,Married,With parents,0.031329,-11630,-3531,-8097.0,-1565,,1,1,0,1,0,0,Laborers,4.0
120584,0,Revolving loans,M,N,Y,0,180000.0,540000.0,27000.0,540000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.02461,-14349,-7153,-8460.0,-4333,,1,1,0,1,0,0,Laborers,2.0
428794,0,Cash loans,F,N,N,2,67500.0,225000.0,17775.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.022625,-11148,-4440,-4698.0,-1123,,1,1,0,1,1,0,Cooking staff,4.0
126268,0,Cash loans,M,N,Y,0,180000.0,288000.0,18751.5,288000.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.026392,-9871,-1651,-8617.0,-2556,,1,1,1,1,1,0,Managers,1.0
413463,0,Cash loans,M,Y,N,0,225000.0,1350000.0,39474.0,1350000.0,Family,Working,Incomplete higher,Married,House / apartment,0.007114,-17304,-290,-7256.0,-846,3.0,1,1,0,1,0,0,Laborers,2.0
168524,0,Cash loans,F,Y,Y,2,76500.0,675000.0,21906.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.028663,-15466,-6260,-7273.0,-4174,6.0,1,1,0,1,0,0,,4.0
134379,0,Cash loans,F,Y,Y,0,112500.0,945000.0,92191.5,945000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.01885,-22622,365243,-3849.0,-4183,3.0,1,0,0,1,0,0,,2.0
152411,0,Cash loans,F,N,N,2,126000.0,101880.0,11101.5,90000.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.006305,-10074,-356,-2926.0,-588,,1,1,1,1,0,0,Cleaning staff,3.0
190166,0,Cash loans,F,N,N,0,202500.0,312768.0,11718.0,270000.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.010276,-22639,365243,-4155.0,-1357,,1,0,0,1,0,0,,1.0
285846,0,Cash loans,M,N,N,0,180000.0,675000.0,25146.0,675000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.018209,-9473,-1477,-3723.0,-2152,,1,1,0,1,0,0,Laborers,1.0
105093,0,Cash loans,M,Y,Y,0,135000.0,675000.0,21775.5,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018029,-18037,-10005,-4312.0,-1598,11.0,1,1,0,1,0,0,,2.0
267886,0,Cash loans,F,N,Y,0,225000.0,973503.0,41377.5,855000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.04622,-22196,365243,-9603.0,-4216,,1,0,0,1,0,0,,2.0
353457,0,Cash loans,F,N,N,0,103500.0,242329.5,17361.0,220500.0,Family,Pensioner,Lower secondary,Separated,Municipal apartment,0.005002,-21479,365243,-4841.0,-4294,,1,0,0,1,0,0,,1.0
124618,0,Cash loans,F,N,Y,0,144000.0,505642.5,23557.5,436500.0,Unaccompanied,State servant,Secondary / secondary special,Single / not married,House / apartment,0.020713,-18584,-551,-10688.0,-90,,1,1,0,1,0,0,,1.0
374337,0,Cash loans,F,N,Y,0,157500.0,549882.0,17869.5,459000.0,Unaccompanied,Working,Secondary / secondary special,Married,With parents,0.035792,-11552,-1111,-1776.0,-3338,,1,1,0,1,1,0,Private service staff,2.0
311452,0,Cash loans,F,N,Y,0,270000.0,860917.5,34272.0,769500.0,Family,Working,Secondary / secondary special,Widow,House / apartment,0.030755,-21578,-3924,-11542.0,-4186,,1,1,1,1,1,0,Laborers,1.0
423886,0,Cash loans,F,N,N,0,292500.0,103500.0,11277.0,103500.0,Family,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.026392,-20982,365243,-1837.0,-4536,,1,0,0,1,0,0,,1.0
158711,0,Revolving loans,M,Y,Y,1,157500.0,225000.0,11250.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.026392,-12167,-2969,-5742.0,-3914,4.0,1,1,0,1,0,0,Laborers,3.0
345001,0,Cash loans,F,N,Y,0,67500.0,808650.0,23773.5,675000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.009175,-22040,365243,-8773.0,-4683,,1,0,0,1,1,0,,2.0
341907,0,Cash loans,M,Y,N,0,157500.0,539230.5,32715.0,409500.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,With parents,0.010006,-10601,-542,-1806.0,-3257,3.0,1,1,0,1,1,0,Laborers,1.0
325958,0,Cash loans,F,N,Y,1,81000.0,117000.0,12730.5,117000.0,Children,Working,Secondary / secondary special,Civil marriage,House / apartment,0.003813,-17689,-2386,-5971.0,-1216,,1,1,1,1,1,0,High skill tech staff,3.0
414463,0,Cash loans,F,N,Y,0,225000.0,675000.0,19867.5,675000.0,Family,Pensioner,Secondary / secondary special,Separated,House / apartment,0.025164,-20643,365243,-7045.0,-4070,,1,0,0,1,0,0,,1.0
450637,0,Cash loans,M,N,Y,0,202500.0,203760.0,21393.0,180000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.01885,-15804,-1352,-2144.0,-2149,,1,1,1,1,0,0,Drivers,2.0
120655,0,Cash loans,F,N,Y,0,247500.0,314100.0,21375.0,225000.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.022625,-10258,-791,-4237.0,-1451,,1,1,0,1,0,0,Core staff,1.0
418777,0,Cash loans,F,Y,Y,0,157500.0,640080.0,31261.5,450000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.016612,-14933,-5741,-5910.0,-729,2.0,1,1,0,1,1,0,Sales staff,1.0
348382,0,Cash loans,M,N,N,0,157500.0,720000.0,25506.0,720000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018029,-17721,-4293,-5753.0,-1162,,1,1,1,1,0,0,,2.0
298816,0,Cash loans,M,Y,Y,0,540000.0,964143.0,94054.5,913500.0,Unaccompanied,State servant,Higher education,Married,House / apartment,0.04622,-20447,-12419,-914.0,-3951,1.0,1,1,0,1,1,0,Core staff,2.0
412237,0,Cash loans,F,N,N,0,270000.0,808650.0,23773.5,675000.0,Unaccompanied,Pensioner,Higher education,Married,House / apartment,0.022625,-22888,365243,-9883.0,-4185,,1,0,0,1,1,0,,2.0
121147,0,Revolving loans,F,N,Y,0,112500.0,202500.0,10125.0,202500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.005313,-17563,-1234,-625.0,-1099,,1,1,0,1,0,0,Sales staff,2.0
295559,0,Cash loans,M,N,N,0,135000.0,90000.0,4374.0,90000.0,Unaccompanied,Commercial associate,Incomplete higher,Single / not married,Municipal apartment,0.04622,-8346,-164,-3261.0,-326,,1,1,0,1,1,0,,1.0
161090,0,Cash loans,F,N,Y,3,135000.0,553500.0,33993.0,553500.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.015221,-11532,-1920,-4589.0,-2972,,1,1,0,1,0,1,Core staff,5.0
184564,0,Cash loans,F,N,Y,0,180000.0,601470.0,30838.5,450000.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.030755,-10776,-963,-4608.0,-1361,,1,1,0,1,0,0,Laborers,1.0
313737,0,Revolving loans,F,N,N,2,76500.0,180000.0,9000.0,180000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.035792,-14939,-2317,-2983.0,-4824,,1,1,1,1,1,0,Core staff,4.0
281256,0,Revolving loans,F,N,Y,0,90000.0,202500.0,10125.0,202500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.010276,-22836,365243,-805.0,-4645,,1,0,0,1,0,0,,2.0
441756,0,Cash loans,F,N,Y,1,90000.0,288000.0,20956.5,288000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0145199999999999,-12219,-4160,-5878.0,-2970,,1,1,0,1,0,0,Waiters/barmen staff,3.0
308917,0,Cash loans,M,Y,N,0,270000.0,679500.0,67891.5,679500.0,Unaccompanied,State servant,Higher education,Married,Rented apartment,0.0096569999999999,-9562,-1880,-43.0,-1942,0.0,1,1,1,1,0,0,Core staff,2.0
359313,0,Cash loans,M,Y,N,0,247500.0,450000.0,30073.5,450000.0,Family,Working,Secondary / secondary special,Married,Rented apartment,0.022625,-16107,-122,-4957.0,-3757,6.0,1,1,1,1,0,0,Laborers,2.0
183470,0,Cash loans,F,N,Y,1,202500.0,808650.0,26217.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.0105,-15354,-3319,-7106.0,-4381,,1,1,0,1,0,0,Sales staff,3.0
288361,0,Cash loans,M,Y,Y,0,135000.0,254700.0,18585.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.019101,-17110,-3161,-739.0,-648,13.0,1,1,0,1,0,0,Drivers,2.0
319136,0,Cash loans,F,N,Y,0,135000.0,835380.0,32688.0,675000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.035792,-22940,-7521,-5799.0,-3983,,1,1,0,1,0,0,Sales staff,2.0
306308,0,Cash loans,M,N,N,0,180000.0,510853.5,26212.5,441000.0,Family,State servant,Secondary / secondary special,Married,Municipal apartment,0.072508,-16906,-272,-9530.0,-393,,1,1,0,1,1,0,,2.0
209410,0,Cash loans,F,N,Y,0,180000.0,225000.0,11650.5,225000.0,Unaccompanied,Working,Incomplete higher,Married,House / apartment,0.018209,-7886,-510,-2748.0,-555,,1,1,1,1,1,1,Sales staff,2.0
291195,0,Cash loans,F,N,Y,0,225000.0,808650.0,23305.5,675000.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.026392,-22162,365243,-11739.0,-4246,,1,0,0,1,0,0,,1.0
244595,0,Cash loans,M,N,N,0,225000.0,900000.0,46084.5,900000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,Municipal apartment,0.072508,-19099,-928,-4463.0,-2618,,1,1,1,1,1,0,Laborers,2.0
371734,0,Cash loans,F,N,Y,2,135000.0,1125000.0,47664.0,1125000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.008575,-14231,-5400,-5431.0,-5978,,1,1,1,1,0,0,,4.0
297557,0,Cash loans,F,Y,Y,0,207000.0,1300500.0,42084.0,1300500.0,Unaccompanied,State servant,Secondary / secondary special,Married,With parents,0.006296,-15491,-6414,-8249.0,-4136,8.0,1,1,0,1,0,0,IT staff,2.0
362759,0,Cash loans,F,N,Y,0,270000.0,679500.0,28917.0,679500.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.009175,-17904,-8376,-3782.0,-1416,,1,1,0,1,0,0,Managers,2.0
449417,0,Cash loans,F,N,N,0,49500.0,143910.0,14017.5,135000.0,Unaccompanied,State servant,Secondary / secondary special,Single / not married,House / apartment,0.02461,-19684,-676,-9477.0,-3217,,1,1,1,1,1,0,Security staff,1.0
257090,0,Cash loans,M,N,N,0,144000.0,398016.0,22846.5,360000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.028663,-21076,-7261,-6258.0,-4568,,1,1,0,1,0,0,Laborers,2.0
412107,0,Cash loans,M,N,N,1,225000.0,331834.5,18130.5,252000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.010147,-13436,-2508,-562.0,-4135,,1,1,0,1,0,0,Laborers,3.0
407213,0,Cash loans,M,N,Y,0,180000.0,63000.0,3060.0,63000.0,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.018801,-19319,-752,-10405.0,-2852,,1,1,0,1,0,0,Laborers,2.0
191325,0,Cash loans,F,N,Y,0,270000.0,1078200.0,31653.0,900000.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.02461,-18456,-2494,-6182.0,-1983,,1,1,0,1,0,0,Core staff,2.0
357948,0,Cash loans,M,Y,N,0,180000.0,781920.0,40054.5,675000.0,"Spouse, partner",Commercial associate,Secondary / secondary special,Married,House / apartment,0.04622,-20144,-665,-459.0,-3692,4.0,1,1,0,1,0,0,Managers,2.0
440410,0,Cash loans,M,Y,Y,0,218569.5,180000.0,9319.5,180000.0,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,0.018209,-9771,-595,-329.0,-1995,9.0,1,1,1,1,0,0,Core staff,1.0
177737,0,Cash loans,F,N,Y,2,216000.0,971280.0,51876.0,900000.0,Unaccompanied,State servant,Higher education,Single / not married,House / apartment,0.016612,-15312,-6139,-3842.0,-4045,,1,1,0,1,1,0,High skill tech staff,3.0
298522,0,Revolving loans,F,N,Y,0,202500.0,202500.0,10125.0,202500.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.032561,-18405,-2822,-12552.0,-1956,,1,1,0,1,0,0,Sales staff,1.0
444754,0,Cash loans,F,N,N,1,112500.0,720000.0,21960.0,720000.0,Unaccompanied,Working,Higher education,Married,Rented apartment,0.0145199999999999,-12791,-922,-2031.0,-4010,,1,1,0,1,0,0,Medicine staff,3.0
274595,0,Cash loans,F,Y,Y,0,247500.0,436032.0,25159.5,360000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.032561,-17472,-2246,-699.0,-1027,9.0,1,1,0,1,1,1,,2.0
393252,0,Cash loans,M,Y,N,0,135000.0,1081179.0,43006.5,927000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.018801,-20956,-1227,-4983.0,-4419,12.0,1,1,0,1,0,0,Drivers,2.0
209110,0,Cash loans,F,N,N,0,144000.0,894766.5,29700.0,679500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,0.006852,-10164,-1691,-4137.0,-2802,,1,1,0,1,0,0,Medicine staff,1.0
201535,0,Cash loans,M,N,Y,0,81000.0,90000.0,9823.5,90000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.028663,-9632,-380,-5450.0,-2299,,1,1,0,1,0,0,Low-skill Laborers,2.0
285256,0,Cash loans,F,N,Y,0,126000.0,225000.0,12915.0,225000.0,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.008625,-24103,365243,-112.0,-3730,,1,0,0,1,0,0,,1.0
122749,0,Cash loans,F,Y,Y,0,270000.0,1293165.0,35689.5,1012500.0,Unaccompanied,State servant,Incomplete higher,Single / not married,House / apartment,0.04622,-8753,-1246,-195.0,-1352,1.0,1,1,0,1,0,0,Core staff,1.0
229199,0,Cash loans,M,Y,Y,1,112500.0,276277.5,19777.5,238500.0,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.00733,-14515,-4268,-4235.0,-4245,18.0,1,1,0,1,0,0,Laborers,3.0
403047,0,Cash loans,F,N,Y,0,126000.0,819432.0,24088.5,684000.0,Unaccompanied,State servant,Higher education,Married,House / apartment,0.035792,-13295,-1501,-7136.0,-4638,,1,1,0,1,0,0,Core staff,2.0
453917,0,Revolving loans,F,N,Y,0,247500.0,585000.0,29250.0,585000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.025164,-14133,-1930,-6496.0,-4540,,1,1,0,1,0,0,High skill tech staff,2.0
382015,0,Cash loans,M,N,Y,0,315000.0,941580.0,99004.5,900000.0,Unaccompanied,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0.00702,-22986,365243,-1011.0,-4201,,1,0,0,1,0,0,,2.0
322164,0,Cash loans,F,N,Y,0,81000.0,625536.0,20803.5,540000.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.0116569999999999,-23560,365243,-15500.0,-4342,,1,0,0,1,1,0,,1.0
106474,0,Cash loans,F,N,Y,0,180000.0,647046.0,19048.5,463500.0,Family,State servant,Secondary / secondary special,Married,House / apartment,0.030755,-15880,-1130,-3044.0,-3712,,1,1,0,1,1,0,Core staff,2.0
430710,0,Cash loans,M,Y,Y,0,180000.0,545040.0,26509.5,450000.0,Unaccompanied,State servant,Higher education,Married,House / apartment,0.020246,-15683,-2133,-6160.0,-2892,2.0,1,1,0,1,1,1,Security staff,2.0
260640,0,Cash loans,F,N,N,0,135000.0,255960.0,16488.0,202500.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.0088659999999999,-11185,-2881,-5262.0,-3782,,1,1,0,1,0,0,,1.0
135225,0,Cash loans,F,Y,Y,1,148500.0,497520.0,39438.0,450000.0,Unaccompanied,Working,Higher education,Civil marriage,House / apartment,0.072508,-10562,-3106,-4899.0,-741,65.0,1,1,0,1,1,0,Secretaries,3.0
453437,0,Revolving loans,F,Y,Y,2,90000.0,180000.0,9000.0,180000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.0088659999999999,-10856,-306,-3573.0,-2002,20.0,1,1,0,1,0,1,,4.0
153747,0,Cash loans,M,Y,N,0,225000.0,1350000.0,39604.5,1350000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.030755,-15097,365243,-1378.0,-4082,6.0,1,0,0,1,0,0,,2.0
111773,0,Cash loans,M,Y,N,0,90000.0,720000.0,21051.0,720000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.0060079999999999,-20745,-2828,-3325.0,-4018,7.0,1,1,0,1,0,0,Drivers,2.0
227534,0,Cash loans,F,N,Y,0,157500.0,1107612.0,47056.5,990000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Separated,House / apartment,0.031329,-18904,-699,-1071.0,-1931,,1,1,0,1,0,1,Sales staff,1.0
122391,0,Cash loans,F,N,Y,0,112500.0,640080.0,24259.5,450000.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.010556,-13677,-547,-7475.0,-4346,,1,1,0,1,0,0,Sales staff,1.0
303181,0,Revolving loans,F,N,Y,0,67500.0,202500.0,10125.0,202500.0,Unaccompanied,Working,Higher education,Civil marriage,Office apartment,0.035792,-12795,-1420,-1904.0,-4459,,1,1,0,1,1,0,Laborers,2.0
111251,0,Cash loans,F,N,Y,0,117000.0,225000.0,16434.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0145199999999999,-17189,-4523,-9171.0,-735,,1,1,0,1,0,0,Managers,2.0
366159,0,Cash loans,F,N,Y,0,157500.0,573628.5,29286.0,463500.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.031329,-19707,-1447,-1287.0,-3229,,1,1,0,1,0,0,Sales staff,1.0
360616,0,Cash loans,F,N,N,0,54000.0,225000.0,19246.5,225000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.04622,-23448,365243,-6879.0,-4268,,1,0,0,1,1,0,,2.0
324527,0,Revolving loans,F,N,Y,0,135000.0,270000.0,13500.0,270000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.00702,-17178,-2394,-5937.0,-708,,1,1,0,1,0,0,Sales staff,1.0
314342,0,Cash loans,F,Y,Y,0,225000.0,1006920.0,40063.5,900000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Separated,House / apartment,0.025164,-19219,-3786,-739.0,-2651,21.0,1,1,1,1,0,0,Laborers,1.0
149664,0,Cash loans,M,N,N,0,202500.0,299772.0,15651.0,247500.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.00702,-14658,-2923,-7361.0,-4533,,1,1,0,1,1,0,High skill tech staff,2.0
217959,0,Cash loans,F,N,Y,0,67500.0,808650.0,26217.0,675000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.018634,-20359,365243,-11960.0,-2949,,1,0,0,1,1,0,,2.0
210209,0,Cash loans,M,N,N,0,270000.0,640080.0,29970.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,Municipal apartment,0.0038179999999999,-8414,-1063,-2761.0,-1091,,1,1,0,1,1,0,Laborers,2.0
370916,0,Cash loans,F,N,N,1,112500.0,1125000.0,32895.0,1125000.0,Unaccompanied,State servant,Higher education,Married,House / apartment,0.026392,-13364,-2215,-744.0,-2219,,1,1,1,1,0,0,Accountants,3.0
393937,0,Cash loans,F,N,Y,1,256500.0,463500.0,13680.0,463500.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.018634,-16471,-7283,-3254.0,-25,,1,1,0,1,0,0,Accountants,3.0
274561,0,Revolving loans,F,N,Y,2,112500.0,270000.0,13500.0,270000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.025164,-14435,-860,-3735.0,-3821,,1,1,0,1,0,0,Laborers,4.0
218864,0,Cash loans,F,N,Y,0,270000.0,1406362.5,44919.0,1260000.0,Unaccompanied,Pensioner,Lower secondary,Married,House / apartment,0.018029,-20497,365243,-2543.0,-3415,,1,0,0,1,1,0,,2.0
234006,0,Cash loans,M,N,Y,0,155250.0,545040.0,26640.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,With parents,0.002042,-12856,-1870,-268.0,-341,,1,1,0,1,0,0,,2.0
266641,0,Cash loans,F,Y,N,3,157500.0,135000.0,6889.5,135000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018634,-11763,-3408,-3686.0,-4314,13.0,1,1,1,1,0,0,Accountants,5.0
311649,0,Cash loans,F,N,Y,0,270000.0,983299.5,41791.5,904500.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.009175,-13852,-2718,-2391.0,-5746,,1,1,0,1,1,1,Accountants,2.0
248384,0,Cash loans,F,N,Y,2,180000.0,787131.0,26145.0,679500.0,Unaccompanied,Working,Secondary / secondary special,Married,Municipal apartment,0.009334,-13008,-204,-9355.0,-2233,,1,1,0,1,0,0,Laborers,4.0
344832,0,Revolving loans,M,Y,Y,1,135000.0,405000.0,20250.0,405000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.031329,-14819,-5272,-10497.0,-3980,14.0,1,1,0,1,0,0,Laborers,3.0
287452,0,Cash loans,M,Y,N,0,166500.0,521280.0,21361.5,450000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.072508,-19338,-3527,-6574.0,-2897,5.0,1,1,0,1,1,0,Managers,2.0
173868,0,Cash loans,F,N,N,0,225000.0,414792.0,25195.5,315000.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.018029,-16359,-1029,-5492.0,-5688,,1,1,0,1,0,0,Medicine staff,2.0
259316,0,Cash loans,M,N,N,0,180000.0,450000.0,20979.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.04622,-10955,-521,-1495.0,-3342,,1,1,0,1,1,0,Laborers,2.0
356711,0,Cash loans,F,N,Y,0,166500.0,781920.0,25969.5,675000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.01885,-23106,365243,-9773.0,-4340,,1,0,0,1,0,0,,2.0
449539,0,Cash loans,M,Y,N,0,135000.0,225000.0,23053.5,225000.0,Family,Working,Higher education,Married,House / apartment,0.026392,-9936,-1206,-1242.0,-2555,4.0,1,1,1,1,1,0,Accountants,2.0
111113,0,Cash loans,F,Y,Y,0,225000.0,1288350.0,37800.0,1125000.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.008019,-14262,-4810,-4609.0,-4753,64.0,1,1,0,1,0,0,Laborers,1.0
297928,0,Cash loans,M,Y,N,3,247500.0,315000.0,29884.5,315000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.026392,-13085,-336,-2509.0,-4724,1.0,1,1,0,1,0,0,Core staff,5.0
423073,0,Cash loans,F,N,Y,0,189000.0,219042.0,21469.5,193500.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.01885,-21321,365243,-12484.0,-3924,,1,0,0,1,0,0,,1.0
294551,0,Revolving loans,F,N,N,0,112500.0,292500.0,14625.0,292500.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,Municipal apartment,0.0072739999999999,-14805,-3323,-5867.0,-4457,,1,1,0,1,0,0,Laborers,1.0
298036,0,Revolving loans,M,N,N,0,157500.0,157500.0,7875.0,157500.0,Family,Working,Secondary / secondary special,Single / not married,With parents,0.00712,-7682,-377,-7660.0,-21,,1,1,1,1,1,0,,1.0
